Country,Cancer Type,Year,Total Deaths
China,Colon Cancer,2021,134999
Japan,Breast Cancer,2023,56743
Brazil,Liver Cancer,2023,91573
Japan,Lung Cancer,2018,12577
France,Breast Cancer,2021,32875
UK,Breast Cancer,2018,75393
Canada,Lung Cancer,2022,8669
India,Prostate Cancer,2020,23195
Canada,Colon Cancer,2021,136933
India,Prostate Cancer,2020,63127
France,Colon Cancer,2018,61212
UK,Breast Cancer,2022,61630
Canada,Prostate Cancer,2023,95382
Japan,Lung Cancer,2023,93567
USA,Colon Cancer,2020,144670
Japan,Prostate Cancer,2023,84044
Brazil,Breast Cancer,2020,10874
UK,Lung Cancer,2023,115370
USA,Liver Cancer,2023,62393
Germany,Lung Cancer,2018,39424
UK,Lung Cancer,2019,126086
India,Breast Cancer,2019,77387
USA,Lung Cancer,2022,145827
UK,Lung Cancer,2018,24944
India,Lung Cancer,2020,42621
Australia,Prostate Cancer,2020,124457
Germany,Breast Cancer,2023,15605
Brazil,Lung Cancer,2022,148694
India,Prostate Cancer,2022,30712
China,Lung Cancer,2018,104367
Germany,Prostate Cancer,2019,86707
USA,Liver Cancer,2019,103287
Japan,Breast Cancer,2018,139943
UK,Liver Cancer,2018,109772
France,Colon Cancer,2019,44909
France,Prostate Cancer,2021,82398
China,Lung Cancer,2018,108368
USA,Breast Cancer,2023,39431
China,Prostate Cancer,2021,23805
Australia,Colon Cancer,2023,63701
UK,Liver Cancer,2022,120186
Australia,Prostate Cancer,2023,22491
Brazil,Colon Cancer,2023,132440
UK,Prostate Cancer,2018,21443
France,Prostate Cancer,2020,149325
Australia,Prostate Cancer,2021,65750
China,Lung Cancer,2023,115909
USA,Prostate Cancer,2020,149965
China,Liver Cancer,2023,113139
Japan,Liver Cancer,2022,37636
Canada,Colon Cancer,2021,106176
China,Liver Cancer,2022,134785
Brazil,Breast Cancer,2019,137679
France,Prostate Cancer,2022,140958
China,Lung Cancer,2019,81266
USA,Breast Cancer,2018,117798
India,Liver Cancer,2018,101518
Germany,Liver Cancer,2019,6674
India,Lung Cancer,2021,117925
Germany,Lung Cancer,2022,124409
UK,Liver Cancer,2022,75083
India,Lung Cancer,2020,55808
India,Liver Cancer,2018,20423
China,Breast Cancer,2022,71664
Germany,Prostate Cancer,2020,21779
Canada,Breast Cancer,2018,113155
Brazil,Breast Cancer,2018,102851
UK,Breast Cancer,2020,54510
China,Prostate Cancer,2018,77327
Brazil,Colon Cancer,2020,128562
China,Colon Cancer,2019,141651
France,Breast Cancer,2023,111232
Germany,Prostate Cancer,2019,11420
Canada,Colon Cancer,2023,97769
Canada,Liver Cancer,2022,130580
Australia,Lung Cancer,2020,76790
Canada,Breast Cancer,2021,144914
China,Colon Cancer,2023,48278
France,Lung Cancer,2023,17544
Germany,Liver Cancer,2021,123392
Canada,Breast Cancer,2019,123704
Brazil,Liver Cancer,2020,79179
Canada,Lung Cancer,2020,54633
Japan,Breast Cancer,2018,66718
USA,Liver Cancer,2023,135712
India,Prostate Cancer,2018,5225
UK,Colon Cancer,2018,10114
Australia,Liver Cancer,2019,147512
Germany,Liver Cancer,2019,21560
Brazil,Liver Cancer,2022,132490
China,Prostate Cancer,2020,48964
Brazil,Liver Cancer,2023,62603
China,Lung Cancer,2022,61588
India,Lung Cancer,2021,90987
Japan,Prostate Cancer,2018,68474
USA,Prostate Cancer,2023,88390
Australia,Prostate Cancer,2019,18359
Canada,Breast Cancer,2022,40496
UK,Liver Cancer,2018,94891
France,Colon Cancer,2019,24116
Japan,Prostate Cancer,2020,16287
USA,Colon Cancer,2019,9230
Canada,Colon Cancer,2022,53244
France,Prostate Cancer,2022,123285
Germany,Lung Cancer,2022,149370
India,Breast Cancer,2019,109326
UK,Lung Cancer,2020,148728
Japan,Lung Cancer,2021,10080
Brazil,Colon Cancer,2020,68489
USA,Lung Cancer,2020,57699
France,Breast Cancer,2023,123935
France,Liver Cancer,2018,34387
Brazil,Liver Cancer,2022,65302
USA,Liver Cancer,2023,102590
China,Lung Cancer,2019,132684
France,Prostate Cancer,2020,9599
China,Liver Cancer,2018,56849
Canada,Liver Cancer,2021,134213
Australia,Colon Cancer,2021,74996
India,Lung Cancer,2019,60364
Canada,Lung Cancer,2018,40531
Japan,Colon Cancer,2021,69660
Australia,Lung Cancer,2018,7400
USA,Colon Cancer,2021,139216
Germany,Lung Cancer,2023,16010
France,Liver Cancer,2018,19991
India,Breast Cancer,2021,83406
China,Prostate Cancer,2019,12043
UK,Lung Cancer,2019,128162
China,Breast Cancer,2018,37974
Japan,Colon Cancer,2022,146006
Germany,Breast Cancer,2019,11651
Brazil,Colon Cancer,2020,34859
Germany,Lung Cancer,2021,74832
Germany,Colon Cancer,2020,26415
Canada,Liver Cancer,2018,107516
UK,Liver Cancer,2022,106309
France,Prostate Cancer,2020,15312
India,Colon Cancer,2023,96013
Germany,Prostate Cancer,2020,98779
China,Breast Cancer,2021,36872
Canada,Liver Cancer,2020,90052
UK,Colon Cancer,2023,9386
China,Colon Cancer,2021,30150
Japan,Liver Cancer,2023,50927
Japan,Breast Cancer,2022,100208
China,Lung Cancer,2022,51970
France,Prostate Cancer,2019,69858
India,Colon Cancer,2018,89913
Brazil,Breast Cancer,2019,136390
India,Prostate Cancer,2022,7722
Australia,Prostate Cancer,2018,64681
Japan,Liver Cancer,2021,127355
Canada,Breast Cancer,2019,84728
Canada,Liver Cancer,2022,29783
Brazil,Prostate Cancer,2020,43900
France,Colon Cancer,2020,102927
UK,Breast Cancer,2020,144137
USA,Lung Cancer,2020,64191
Australia,Colon Cancer,2023,20078
China,Lung Cancer,2023,29884
China,Breast Cancer,2019,32941
Germany,Lung Cancer,2023,55794
India,Liver Cancer,2019,132477
Germany,Liver Cancer,2019,138631
China,Lung Cancer,2018,34388
China,Prostate Cancer,2018,145566
India,Colon Cancer,2021,21400
China,Prostate Cancer,2019,106744
UK,Prostate Cancer,2019,115881
France,Prostate Cancer,2022,24245
France,Lung Cancer,2018,122968
UK,Colon Cancer,2020,54240
Japan,Lung Cancer,2022,66207
Australia,Lung Cancer,2018,10988
UK,Prostate Cancer,2020,96094
Brazil,Colon Cancer,2019,112521
UK,Breast Cancer,2021,64000
Canada,Prostate Cancer,2018,110809
France,Colon Cancer,2018,48839
Germany,Prostate Cancer,2020,135992
Canada,Colon Cancer,2021,27322
USA,Breast Cancer,2021,123077
China,Lung Cancer,2019,95577
Australia,Colon Cancer,2018,145304
Canada,Prostate Cancer,2018,96728
Japan,Prostate Cancer,2019,142500
India,Prostate Cancer,2020,77084
USA,Colon Cancer,2021,40991
Germany,Prostate Cancer,2018,34890
Japan,Colon Cancer,2021,124142
Brazil,Colon Cancer,2023,133804
Canada,Prostate Cancer,2023,21614
USA,Colon Cancer,2021,76146
Canada,Prostate Cancer,2021,37267
UK,Prostate Cancer,2020,57358
USA,Prostate Cancer,2020,17093
UK,Lung Cancer,2020,57447
USA,Liver Cancer,2022,126030
France,Breast Cancer,2019,13542
Canada,Breast Cancer,2023,41613
UK,Liver Cancer,2023,121346
UK,Breast Cancer,2018,57529
Canada,Breast Cancer,2020,102275
China,Breast Cancer,2021,18913
USA,Prostate Cancer,2020,97861
Germany,Lung Cancer,2020,58579
Japan,Prostate Cancer,2021,6001
USA,Lung Cancer,2019,106426
India,Lung Cancer,2018,88940
China,Colon Cancer,2019,65294
UK,Lung Cancer,2021,110154
Germany,Lung Cancer,2020,30611
Japan,Breast Cancer,2020,134775
India,Colon Cancer,2019,49049
Canada,Colon Cancer,2021,118037
China,Prostate Cancer,2021,48258
USA,Breast Cancer,2022,122315
USA,Breast Cancer,2022,40240
India,Colon Cancer,2020,79446
China,Prostate Cancer,2019,30791
India,Breast Cancer,2019,29543
India,Breast Cancer,2018,28576
Brazil,Liver Cancer,2018,29696
Canada,Breast Cancer,2021,30260
France,Lung Cancer,2020,106123
Brazil,Lung Cancer,2022,39295
UK,Lung Cancer,2022,133643
USA,Liver Cancer,2020,94327
Brazil,Prostate Cancer,2018,141681
Brazil,Lung Cancer,2019,43542
France,Liver Cancer,2020,49862
Germany,Colon Cancer,2021,124183
France,Colon Cancer,2022,5858
UK,Lung Cancer,2022,141151
UK,Prostate Cancer,2018,67223
India,Liver Cancer,2021,89910
Australia,Liver Cancer,2021,87341
Brazil,Lung Cancer,2020,90916
China,Colon Cancer,2022,63124
UK,Liver Cancer,2021,69680
France,Lung Cancer,2019,140164
Japan,Breast Cancer,2023,85549
Germany,Colon Cancer,2022,28615
Canada,Breast Cancer,2023,140614
India,Breast Cancer,2019,53177
Germany,Lung Cancer,2018,126451
Germany,Lung Cancer,2018,121325
China,Colon Cancer,2019,130708
Australia,Colon Cancer,2023,136823
Japan,Colon Cancer,2023,35073
USA,Lung Cancer,2020,53175
Canada,Colon Cancer,2021,61348
France,Prostate Cancer,2022,69075
Australia,Lung Cancer,2022,68418
Australia,Breast Cancer,2022,84148
Canada,Breast Cancer,2023,127343
Japan,Colon Cancer,2023,38451
Japan,Lung Cancer,2020,58112
France,Liver Cancer,2022,114411
Australia,Prostate Cancer,2019,109278
Japan,Lung Cancer,2022,59953
Japan,Prostate Cancer,2021,35524
Germany,Liver Cancer,2022,124452
Brazil,Liver Cancer,2020,75058
Brazil,Lung Cancer,2020,87051
France,Prostate Cancer,2020,36870
Australia,Liver Cancer,2020,129494
Germany,Liver Cancer,2019,57553
Japan,Prostate Cancer,2020,81719
India,Colon Cancer,2023,51654
Japan,Breast Cancer,2021,93582
France,Lung Cancer,2022,86757
USA,Lung Cancer,2022,80696
Australia,Colon Cancer,2018,58242
UK,Colon Cancer,2019,127685
India,Prostate Cancer,2019,35746
Japan,Colon Cancer,2019,43523
Canada,Breast Cancer,2019,14984
Germany,Colon Cancer,2023,84276
Japan,Colon Cancer,2021,139658
Australia,Liver Cancer,2023,13477
USA,Liver Cancer,2022,141533
Germany,Prostate Cancer,2022,89950
USA,Prostate Cancer,2021,127119
Brazil,Lung Cancer,2019,18729
USA,Lung Cancer,2021,43903
India,Colon Cancer,2020,141724
China,Colon Cancer,2022,149725
UK,Colon Cancer,2021,16175
China,Prostate Cancer,2023,31992
Australia,Breast Cancer,2019,78683
Japan,Prostate Cancer,2018,97779
France,Breast Cancer,2019,75508
Brazil,Lung Cancer,2021,137588
China,Colon Cancer,2023,20823
USA,Liver Cancer,2018,44149
Japan,Prostate Cancer,2023,96625
China,Liver Cancer,2022,69301
Canada,Breast Cancer,2019,85569
France,Lung Cancer,2021,34309
France,Lung Cancer,2021,108639
France,Lung Cancer,2018,89263
France,Breast Cancer,2023,46093
USA,Prostate Cancer,2020,122890
Australia,Breast Cancer,2018,74954
Australia,Prostate Cancer,2023,50568
India,Breast Cancer,2020,79596
Canada,Prostate Cancer,2021,126807
China,Prostate Cancer,2021,89160
China,Colon Cancer,2020,15122
USA,Breast Cancer,2022,17235
Japan,Liver Cancer,2023,43753
Brazil,Breast Cancer,2023,107318
Japan,Breast Cancer,2018,94680
Germany,Colon Cancer,2023,44456
France,Breast Cancer,2021,67646
Canada,Prostate Cancer,2021,8322
China,Lung Cancer,2018,78790
China,Breast Cancer,2022,101639
Brazil,Liver Cancer,2020,109430
France,Prostate Cancer,2022,6932
Brazil,Prostate Cancer,2021,36870
Australia,Breast Cancer,2022,105953
Brazil,Liver Cancer,2023,10791
China,Colon Cancer,2023,98333
Germany,Breast Cancer,2020,140614
Germany,Colon Cancer,2018,50884
UK,Lung Cancer,2021,132348
India,Liver Cancer,2019,124009
Germany,Colon Cancer,2022,66378
Japan,Lung Cancer,2018,132916
India,Colon Cancer,2020,18193
India,Prostate Cancer,2021,90037
UK,Breast Cancer,2019,13456
Germany,Liver Cancer,2018,124162
USA,Prostate Cancer,2020,72355
USA,Liver Cancer,2019,124536
Australia,Breast Cancer,2023,50766
Germany,Lung Cancer,2018,96607
Germany,Breast Cancer,2019,118209
Canada,Breast Cancer,2022,130347
Canada,Liver Cancer,2023,45036
USA,Lung Cancer,2023,65648
Canada,Breast Cancer,2021,128499
Canada,Prostate Cancer,2018,85861
India,Lung Cancer,2019,12035
India,Breast Cancer,2018,89263
Canada,Liver Cancer,2020,136282
India,Liver Cancer,2022,15344
Australia,Colon Cancer,2023,21210
India,Colon Cancer,2018,114071
Brazil,Liver Cancer,2021,47126
India,Prostate Cancer,2020,137125
Canada,Colon Cancer,2023,136233
India,Colon Cancer,2018,148681
Canada,Breast Cancer,2020,75659
France,Lung Cancer,2022,95539
Australia,Colon Cancer,2019,44398
China,Lung Cancer,2021,113711
Japan,Colon Cancer,2018,84999
Germany,Liver Cancer,2020,23025
Brazil,Lung Cancer,2019,141286
Germany,Breast Cancer,2020,142505
USA,Lung Cancer,2019,41282
USA,Breast Cancer,2021,103615
USA,Lung Cancer,2018,43592
Canada,Lung Cancer,2022,40192
China,Liver Cancer,2023,113332
Australia,Lung Cancer,2018,83689
Brazil,Liver Cancer,2021,55224
USA,Breast Cancer,2023,130478
China,Prostate Cancer,2023,97329
USA,Liver Cancer,2021,126386
China,Breast Cancer,2023,126096
Brazil,Prostate Cancer,2021,135473
Australia,Lung Cancer,2023,10756
UK,Prostate Cancer,2022,56988
France,Liver Cancer,2018,15953
China,Lung Cancer,2022,53140
Brazil,Lung Cancer,2023,68624
Canada,Colon Cancer,2021,62131
Canada,Lung Cancer,2018,148796
Japan,Prostate Cancer,2023,82315
China,Breast Cancer,2021,108312
China,Colon Cancer,2018,31776
Germany,Prostate Cancer,2020,25549
Germany,Colon Cancer,2019,110609
Canada,Colon Cancer,2020,128038
Germany,Prostate Cancer,2022,85791
Australia,Liver Cancer,2019,70876
UK,Colon Cancer,2021,149675
Brazil,Breast Cancer,2018,134319
Australia,Liver Cancer,2023,80214
USA,Breast Cancer,2021,96018
Japan,Breast Cancer,2022,18839
USA,Liver Cancer,2022,83724
France,Liver Cancer,2019,122807
China,Prostate Cancer,2018,60151
China,Breast Cancer,2021,26569
China,Liver Cancer,2020,129897
USA,Breast Cancer,2020,116375
India,Breast Cancer,2023,121593
Australia,Prostate Cancer,2021,113638
UK,Prostate Cancer,2019,43895
Germany,Liver Cancer,2019,75039
Canada,Lung Cancer,2022,130946
China,Liver Cancer,2018,33631
USA,Liver Cancer,2019,47668
UK,Breast Cancer,2021,110799
Japan,Liver Cancer,2021,49605
China,Liver Cancer,2018,25500
China,Lung Cancer,2020,146426
Australia,Breast Cancer,2020,82512
Canada,Prostate Cancer,2018,113537
China,Liver Cancer,2019,16051
UK,Liver Cancer,2019,149662
Canada,Liver Cancer,2019,134513
China,Lung Cancer,2018,78656
India,Breast Cancer,2021,32035
India,Breast Cancer,2018,41115
Japan,Prostate Cancer,2021,72154
Japan,Lung Cancer,2021,36802
Germany,Liver Cancer,2021,60030
Canada,Liver Cancer,2021,25131
Australia,Colon Cancer,2021,52261
Australia,Liver Cancer,2019,61140
Germany,Prostate Cancer,2018,65171
Germany,Colon Cancer,2019,99794
Japan,Breast Cancer,2021,24458
China,Liver Cancer,2018,114839
USA,Lung Cancer,2022,73940
France,Liver Cancer,2020,122132
Brazil,Breast Cancer,2020,82269
USA,Colon Cancer,2019,61195
Australia,Prostate Cancer,2021,144790
Canada,Breast Cancer,2022,136836
UK,Lung Cancer,2018,128863
USA,Prostate Cancer,2019,45340
China,Colon Cancer,2019,122355
Australia,Lung Cancer,2021,75675
Brazil,Colon Cancer,2022,35580
UK,Prostate Cancer,2018,80851
USA,Colon Cancer,2020,144125
China,Prostate Cancer,2020,68519
India,Lung Cancer,2020,51164
USA,Lung Cancer,2019,55127
France,Prostate Cancer,2021,68910
Germany,Prostate Cancer,2023,87272
USA,Breast Cancer,2021,24640
Canada,Liver Cancer,2021,87766
Brazil,Prostate Cancer,2023,113363
France,Breast Cancer,2020,112916
China,Breast Cancer,2023,49806
China,Breast Cancer,2021,111245
India,Prostate Cancer,2020,123888
Canada,Liver Cancer,2018,40996
Canada,Prostate Cancer,2021,132730
France,Lung Cancer,2022,31725
China,Liver Cancer,2018,11644
USA,Prostate Cancer,2019,81222
Japan,Liver Cancer,2019,62457
China,Liver Cancer,2021,90432
Canada,Breast Cancer,2022,106636
China,Prostate Cancer,2018,30837
Australia,Breast Cancer,2022,10654
France,Lung Cancer,2018,50095
Australia,Lung Cancer,2023,8777
UK,Colon Cancer,2021,123778
China,Prostate Cancer,2020,147727
France,Breast Cancer,2018,138775
Germany,Liver Cancer,2021,100682
UK,Colon Cancer,2019,6146
USA,Breast Cancer,2019,28909
France,Liver Cancer,2020,143332
China,Liver Cancer,2019,58171
Canada,Breast Cancer,2022,127935
India,Breast Cancer,2021,69155
China,Lung Cancer,2021,142355
Canada,Prostate Cancer,2018,140102
UK,Lung Cancer,2020,107021
USA,Lung Cancer,2021,81355
Australia,Breast Cancer,2023,122871
Brazil,Colon Cancer,2021,14353
Canada,Liver Cancer,2023,66504
China,Breast Cancer,2019,113577
USA,Lung Cancer,2023,108661
Australia,Colon Cancer,2019,38126
India,Colon Cancer,2022,43337
China,Colon Cancer,2020,113964
Australia,Prostate Cancer,2019,47286
India,Liver Cancer,2023,54711
Brazil,Colon Cancer,2023,120986
Japan,Liver Cancer,2020,129437
China,Breast Cancer,2018,66917
France,Liver Cancer,2018,56937
USA,Liver Cancer,2022,117463
Brazil,Breast Cancer,2019,73894
Brazil,Colon Cancer,2023,97102
Brazil,Breast Cancer,2023,121712
UK,Prostate Cancer,2022,30608
USA,Lung Cancer,2023,70131
France,Lung Cancer,2023,109988
USA,Breast Cancer,2023,96600
Australia,Breast Cancer,2021,118249
Brazil,Prostate Cancer,2023,89437
India,Prostate Cancer,2021,69102
Canada,Liver Cancer,2020,67419
Brazil,Prostate Cancer,2019,29314
UK,Liver Cancer,2021,78779
Australia,Liver Cancer,2018,84220
India,Liver Cancer,2020,114922
Germany,Lung Cancer,2023,12873
UK,Liver Cancer,2022,88389
Canada,Breast Cancer,2020,25489
France,Liver Cancer,2022,27012
Canada,Breast Cancer,2021,44694
Brazil,Lung Cancer,2022,15398
Germany,Liver Cancer,2019,74808
Australia,Colon Cancer,2018,84605
Japan,Liver Cancer,2021,102799
India,Lung Cancer,2023,97024
Canada,Liver Cancer,2023,90015
Japan,Breast Cancer,2018,77644
UK,Prostate Cancer,2021,31099
USA,Lung Cancer,2018,55980
Australia,Colon Cancer,2023,85817
France,Breast Cancer,2019,79186
UK,Colon Cancer,2020,123234
Australia,Breast Cancer,2022,5327
Germany,Lung Cancer,2020,119597
China,Liver Cancer,2019,101663
Australia,Colon Cancer,2023,146185
China,Breast Cancer,2023,11274
USA,Lung Cancer,2023,111080
Japan,Liver Cancer,2019,48275
France,Lung Cancer,2022,38977
France,Colon Cancer,2020,53707
UK,Liver Cancer,2019,136784
UK,Breast Cancer,2021,44826
Japan,Liver Cancer,2021,39331
Australia,Breast Cancer,2019,72706
USA,Colon Cancer,2023,142685
Australia,Lung Cancer,2019,74810
USA,Prostate Cancer,2020,15713
Canada,Colon Cancer,2023,44046
India,Breast Cancer,2019,68310
Canada,Prostate Cancer,2019,62754
France,Lung Cancer,2018,43918
USA,Prostate Cancer,2023,51338
USA,Colon Cancer,2019,132279
Germany,Liver Cancer,2018,61377
China,Breast Cancer,2023,91131
France,Lung Cancer,2023,14539
UK,Breast Cancer,2018,26828
Germany,Colon Cancer,2021,85001
Japan,Prostate Cancer,2022,147889
Australia,Liver Cancer,2022,6352
Australia,Colon Cancer,2022,122336
China,Breast Cancer,2021,89054
Canada,Prostate Cancer,2018,22001
Canada,Liver Cancer,2023,122716
Australia,Lung Cancer,2022,53223
Canada,Prostate Cancer,2018,63619
Japan,Prostate Cancer,2019,103577
India,Prostate Cancer,2023,73164
Australia,Colon Cancer,2022,127889
Australia,Lung Cancer,2022,117722
UK,Liver Cancer,2019,61482
USA,Prostate Cancer,2023,72532
USA,Prostate Cancer,2023,55160
Japan,Lung Cancer,2021,40307
USA,Colon Cancer,2022,42334
China,Lung Cancer,2021,148543
Canada,Prostate Cancer,2023,29595
Australia,Prostate Cancer,2021,52454
Japan,Colon Cancer,2023,108240
France,Prostate Cancer,2021,126644
China,Lung Cancer,2023,64031
Brazil,Prostate Cancer,2022,57245
France,Lung Cancer,2021,98315
Germany,Prostate Cancer,2021,133184
Canada,Lung Cancer,2022,30964
USA,Breast Cancer,2023,59435
China,Prostate Cancer,2018,107867
France,Lung Cancer,2021,20286
Canada,Colon Cancer,2019,5236
UK,Breast Cancer,2020,48389
UK,Prostate Cancer,2022,16318
India,Breast Cancer,2020,51497
USA,Colon Cancer,2018,123588
Germany,Lung Cancer,2021,132286
Brazil,Liver Cancer,2019,48068
Brazil,Breast Cancer,2021,124557
UK,Prostate Cancer,2019,21046
Brazil,Liver Cancer,2023,123892
Japan,Breast Cancer,2018,86839
UK,Breast Cancer,2019,73453
Australia,Liver Cancer,2021,131183
Australia,Colon Cancer,2018,49573
Canada,Prostate Cancer,2022,27601
UK,Colon Cancer,2019,17787
Australia,Liver Cancer,2021,19522
India,Lung Cancer,2018,94234
USA,Liver Cancer,2023,108550
France,Lung Cancer,2021,42130
Canada,Colon Cancer,2021,65529
France,Colon Cancer,2022,103178
Japan,Colon Cancer,2019,16232
India,Liver Cancer,2023,106118
India,Colon Cancer,2018,44083
Germany,Liver Cancer,2022,147733
Japan,Breast Cancer,2019,113003
Brazil,Lung Cancer,2021,139051
Brazil,Lung Cancer,2023,73323
UK,Liver Cancer,2021,91863
Canada,Lung Cancer,2023,53600
Brazil,Liver Cancer,2019,88781
Germany,Colon Cancer,2022,69838
Canada,Liver Cancer,2019,10559
Japan,Colon Cancer,2023,64323
USA,Prostate Cancer,2018,124845
France,Liver Cancer,2023,23807
Brazil,Prostate Cancer,2022,70307
India,Liver Cancer,2018,93164
Brazil,Colon Cancer,2020,44923
China,Breast Cancer,2020,82829
Brazil,Prostate Cancer,2018,28243
Canada,Breast Cancer,2023,71022
India,Lung Cancer,2019,115790
France,Prostate Cancer,2020,89157
Japan,Breast Cancer,2022,27293
Germany,Breast Cancer,2019,110340
USA,Lung Cancer,2020,77498
Canada,Lung Cancer,2018,92836
France,Breast Cancer,2022,105529
Germany,Lung Cancer,2019,96098
Canada,Breast Cancer,2019,74610
USA,Liver Cancer,2018,147973
India,Colon Cancer,2023,13130
Germany,Liver Cancer,2022,84679
Brazil,Prostate Cancer,2023,58043
USA,Breast Cancer,2023,120498
Australia,Lung Cancer,2023,42022
Brazil,Prostate Cancer,2018,134101
Brazil,Lung Cancer,2021,42739
India,Lung Cancer,2022,37209
UK,Lung Cancer,2018,24070
UK,Colon Cancer,2021,48357
Brazil,Colon Cancer,2021,75950
Brazil,Lung Cancer,2021,113455
USA,Prostate Cancer,2023,59055
USA,Colon Cancer,2022,13617
Germany,Liver Cancer,2018,74748
Japan,Breast Cancer,2018,5065
Canada,Breast Cancer,2020,114509
Germany,Lung Cancer,2023,92948
France,Lung Cancer,2023,102062
Japan,Breast Cancer,2019,86834
Japan,Colon Cancer,2021,96893
Brazil,Lung Cancer,2020,115347
France,Liver Cancer,2021,32440
Brazil,Lung Cancer,2021,63973
France,Colon Cancer,2022,55529
UK,Colon Cancer,2021,147212
Brazil,Colon Cancer,2021,89457
France,Lung Cancer,2022,100499
Australia,Breast Cancer,2023,56490
Australia,Breast Cancer,2022,87875
China,Prostate Cancer,2023,94523
Germany,Breast Cancer,2021,20800
France,Colon Cancer,2022,129845
Brazil,Colon Cancer,2019,87242
Brazil,Lung Cancer,2022,120981
Australia,Lung Cancer,2021,104213
Canada,Breast Cancer,2021,61542
India,Prostate Cancer,2022,75874
UK,Breast Cancer,2018,115082
China,Colon Cancer,2021,101410
China,Liver Cancer,2018,14979
USA,Lung Cancer,2018,45844
Brazil,Liver Cancer,2023,49774
USA,Prostate Cancer,2018,50351
China,Lung Cancer,2020,46072
Canada,Colon Cancer,2019,78045
China,Liver Cancer,2022,117645
India,Prostate Cancer,2019,103279
Japan,Lung Cancer,2022,59189
India,Lung Cancer,2023,70624
Brazil,Lung Cancer,2018,114403
Brazil,Liver Cancer,2019,38614
USA,Colon Cancer,2022,95043
UK,Colon Cancer,2023,10427
China,Breast Cancer,2018,106394
Brazil,Lung Cancer,2022,127288
Japan,Breast Cancer,2023,81367
France,Lung Cancer,2022,134324
Canada,Liver Cancer,2020,136410
India,Colon Cancer,2021,71963
Germany,Breast Cancer,2018,55088
Japan,Lung Cancer,2019,69952
UK,Lung Cancer,2020,147447
USA,Prostate Cancer,2022,100604
Canada,Colon Cancer,2023,12992
UK,Breast Cancer,2018,109183
India,Prostate Cancer,2018,42960
Canada,Breast Cancer,2020,10412
Japan,Prostate Cancer,2023,27228
Australia,Liver Cancer,2019,118918
USA,Liver Cancer,2021,132522
China,Liver Cancer,2018,124220
Australia,Lung Cancer,2019,84980
China,Colon Cancer,2020,30961
Canada,Liver Cancer,2022,61348
India,Prostate Cancer,2020,16735
Japan,Prostate Cancer,2019,35556
Brazil,Liver Cancer,2022,103041
Germany,Breast Cancer,2019,40970
USA,Liver Cancer,2019,29744
USA,Lung Cancer,2019,52880
UK,Lung Cancer,2022,112808
France,Liver Cancer,2018,68963
India,Prostate Cancer,2020,25578
China,Prostate Cancer,2022,8739
India,Breast Cancer,2023,136823
China,Lung Cancer,2022,123870
Brazil,Colon Cancer,2019,149574
Brazil,Colon Cancer,2023,141148
Germany,Prostate Cancer,2020,118196
Canada,Colon Cancer,2019,33451
India,Liver Cancer,2022,39684
Japan,Colon Cancer,2018,72262
UK,Colon Cancer,2020,63365
UK,Colon Cancer,2022,36014
Japan,Breast Cancer,2021,135254
Japan,Lung Cancer,2020,74489
Brazil,Liver Cancer,2021,146326
UK,Liver Cancer,2022,23413
Canada,Lung Cancer,2020,125371
USA,Colon Cancer,2019,94606
USA,Prostate Cancer,2020,134526
Japan,Lung Cancer,2018,29745
China,Lung Cancer,2023,132523
USA,Breast Cancer,2018,138068
USA,Lung Cancer,2018,107269
India,Colon Cancer,2018,139957
Japan,Prostate Cancer,2018,106331
USA,Liver Cancer,2022,36156
China,Breast Cancer,2019,106703
Australia,Liver Cancer,2023,28562
Brazil,Colon Cancer,2022,37800
France,Colon Cancer,2022,91820
Brazil,Prostate Cancer,2018,69826
Canada,Breast Cancer,2018,110850
Brazil,Lung Cancer,2018,104343
UK,Lung Cancer,2019,9721
UK,Prostate Cancer,2023,99165
Japan,Colon Cancer,2023,65871
Australia,Liver Cancer,2019,77651
UK,Breast Cancer,2019,93973
Brazil,Lung Cancer,2022,13644
France,Breast Cancer,2023,56854
Australia,Prostate Cancer,2022,53675
Brazil,Breast Cancer,2020,64795
India,Lung Cancer,2020,56737
USA,Breast Cancer,2020,64190
Germany,Liver Cancer,2021,143910
Australia,Prostate Cancer,2020,34961
Canada,Colon Cancer,2022,11984
Australia,Lung Cancer,2023,131037
Brazil,Breast Cancer,2023,128212
France,Liver Cancer,2023,82321
USA,Prostate Cancer,2018,98293
USA,Colon Cancer,2020,98267
Germany,Lung Cancer,2020,64812
USA,Prostate Cancer,2019,109507
India,Liver Cancer,2019,110646
UK,Colon Cancer,2018,139607
China,Lung Cancer,2020,51988
China,Prostate Cancer,2022,105041
Japan,Prostate Cancer,2019,45342
USA,Colon Cancer,2021,17179
Australia,Prostate Cancer,2022,77211
France,Colon Cancer,2022,110042
Japan,Liver Cancer,2019,25458
Australia,Prostate Cancer,2020,110987
Japan,Liver Cancer,2020,43163
Japan,Colon Cancer,2020,31236
USA,Lung Cancer,2019,131553
France,Prostate Cancer,2023,49376
Brazil,Prostate Cancer,2022,22807
UK,Liver Cancer,2020,21882
China,Liver Cancer,2022,100577
UK,Breast Cancer,2018,22181
USA,Liver Cancer,2022,135218
Australia,Prostate Cancer,2018,104641
Australia,Colon Cancer,2020,15274
UK,Lung Cancer,2021,62126
Australia,Prostate Cancer,2019,9717
